Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
single_family,,1050,2,3,,1956,185000,176.1904762,70
single_family,,3702,4,4,2,1978,589999,159.3730416,48
single_family,,1050,2,2,1,1980,339000,322.8571429,46
single_family,,1980,3,3,2,2019,525000,265.1515152,7
single_family,,1618,2,3,1,,289900,179.1718171,2026
multi_family,,3248,,,,1980,425000,130.8497537,46
single_family,,2428,2,3,1,1985,349500,143.9456343,41
single_family,,1420,2,3,,1986,339000,238.7323944,40
single_family,,1530,2,3,1,1970,250000,163.3986928,56
land,,1650,,,,,75000,45.45454545,2026
single_family,,1498,2,4,1,,242500,161.88251,2026
single_family,,2322,3,4,2,,409265,176.2553833,2026
single_family,,1876,2,2,2,1900,425000,226.5458422,126
land,,1650,0,,,,234000,141.8181818,2026
land,,1650,,,,,249900,151.4545455,2026
single_family,,2713,3,5,2,,398355,146.8319204,2026
condos,,1844,3,3,2,,240490,130.4175705,2026
single_family,,2368,3,4,,2022,448000,189.1891892,4
single_family,,909,1,2,,1940,99000,108.9108911,86
condos,condo,1410,3,3,1,2007,439900,311.9858156,19
single_family,,2536,3,4,1,2014,599999,236.5926656,12
single_family,,1764,2,4,1,,288990,163.8265306,2026
single_family,,1200,2,3,,2025,239900,199.9166667,1
single_family,,2505,3,4,,,314900,125.7085828,2026
condos,condo,892,2,2,1,2006,315000,353.1390135,20
single_family,,3371,3,4,2,1973,599000,177.6920795,53
single_family,,1732,2,2,1,1973,849500,490.4734411,53
single_family,,1774,2,4,1,,287990,162.3393461,2026
single_family,,4810,6,4,2,2025,1154400,240,1
single_family,,2408,3,3,2,2021,339000,140.7807309,5
single_family,,3179,3,3,2,2024,599000,188.4240327,2
single_family,,1962,2,3,,1997,447000,227.8287462,29
single_family,,1422,2,3,1,1949,255000,179.3248945,77
single_family,,1957,3,3,3,1993,1599000,817.0669392,33
single_family,,1650,2,3,1,1973,399000,241.8181818,53
land,,1650,0,,,,60000,36.36363636,2026
condos,condo,3295,4,4,1,2008,1075000,326.2518968,18
land,,1650,,,,,190000,115.1515152,2026
single_family,,1191,1,3,,1917,169900,142.6532326,109
land,,1650,0,,,,110000,66.66666667,2026
single_family,,1648,2,3,1,1989,615000,373.1796117,37
single_family,,1612,3,3,2,2020,273000,169.3548387,6
single_family,,2394,,3,2,,390990,163.320802,2026
single_family,,2100,2,3,1,2010,344900,164.2380952,16
single_family,,1470,2,3,,2005,419000,285.0340136,21
single_family,,7019,6,5,2,2000,2150000,306.3114404,26
single_family,,2640,3,4,2,1998,799000,302.6515152,28
single_family,,1934,3,4,2,,354490,183.2936918,2026
condos,condo,1155,2,2,1,1973,140000,121.2121212,53
single_family,,4105,5,5,2,2007,1695000,412.911084,19
multi_family,,964,,,,1985,948000,983.4024896,41
townhomes,,1418,3,3,2,,225990,159.3723554,2026
single_family,,1572,2,3,1,,275000,174.9363868,2026
condos,condo,1732,2,2,1,2007,1150000,663.9722864,19
single_family,,3950,5,4,2,2026,8500000,2151.898734,0
single_family,,1300,2,3,,2024,234000,180,2
single_family,,1944,3,4,2,2018,622000,319.9588477,8
single_family,,2813,,4,2,,394990,140.4159261,2026
single_family,,2733,3,5,2,2005,440000,160.9952433,21
single_family,,3828,4,4,2,1992,799900,208.9602926,34
condos,condo,864,2,2,1,1984,129900,150.3472222,42
single_family,,2710,4,4,2,2012,430000,158.6715867,14
townhomes,townhouse,796,1,1,1,1985,135000,169.5979899,41
condos,condo,550,1,1,,1982,195000,354.5454545,44
condos,condo,1259,2,2,,,649500,515.8856235,2026
condos,condo,1061,2,2,2,1984,179950,169.604147,42
single_family,,1875,3,3,1,1960,390000,208,66
single_family,,1532,3,3,2,2021,975000,636.4229765,5
condos,condo,1328,2,3,2,1999,389000,292.9216867,27
single_family,,5070,4,4,,1990,750000,147.9289941,36
single_family,,1152,2,3,1,2005,259900,225.6076389,21
single_family,,1307,,3,2,,239990,183.6189748,2026
single_family,,1764,2,4,1,,310990,176.2981859,2026
single_family,,3100,3,4,2,1916,649900,209.6451613,110
land,,1650,0,,,,6000,3.636363636,2026
single_family,,2550,2,4,1,1970,245000,96.07843137,56
single_family,,1927,2,3,2,1979,299900,155.6305138,47
single_family,,1834,2,3,1,2024,369900,201.6902944,2
condos,condo,1006,1,1,1,2013,599000,595.4274354,13
single_family,,1430,,3,1,,352000,246.1538462,2026
single_family,,1346,2,3,,2006,205000,152.3031204,20
single_family,,2654,2,4,2,2023,403000,151.8462698,3
single_family,,2088,,3,2,,322500,154.454023,2026
condos,condo,982,2,2,2,1986,169900,173.0142566,40
single_family,,1383,2,3,1,1965,250000,180.7664497,61
single_family,,1560,2,3,1,2006,249900,160.1923077,20
single_family,,1458,1,2,1,1945,399000,273.6625514,81
single_family,,2476,3,4,2,2021,495000,199.9192246,5
single_family,,1628,2,3,1,1977,550000,337.8378378,49
single_family,,2135,3,3,2,,752000,352.2248244,2026
land,,1650,0,,,,275000,166.6666667,2026
single_family,,2457,2,3,1,1967,249900,101.7094017,59
townhomes,,1386,3,3,2,,294990,212.8354978,2026
single_family,,1404,3,3,,2025,224990,160.2492877,1
single_family,,3670,5,4,,,1099000,299.4550409,2026
single_family,,4795,5,5,2,2010,1425000,297.1845673,16
single_family,,1350,2,3,1,1900,149000,110.3703704,126
single_family,,1650,1,2,1,,174900,106,2026
condos,condo,950,4,2,,1987,166950,175.7368421,39
single_family,,1764,2,4,1,,265900,150.7369615,2026
single_family,,2833,3,3,1,2000,539900,190.5753618,26
duplex_triplex,townhouse,2596,2,4,,1920,162900,62.75038521,106
single_family,,1870,3,3,2,2021,339900,181.7647059,5
townhomes,townhouse,2163,4,4,3,2021,420000,194.1747573,5
single_family,,4560,6,5,3,2016,1900000,416.6666667,10
land,,1650,0,,,,159000,96.36363636,2026
single_family,,2250,3,4,1,2004,750000,333.3333333,22
single_family,,1256,2,3,1,,289990,230.883758,2026
townhomes,townhouse,1450,3,3,1,1999,275000,189.6551724,27
single_family,,1893,2,3,,1935,163900,86.58214474,91
multi_family,,1784,,10,,1967,149900,84.02466368,59
single_family,,2334,3,5,,2025,279990,119.9614396,1
single_family,,1707,,3,2,,269815,158.0638547,2026
single_family,,1229,2,2,1,1950,270000,219.6908055,76
single_family,,1338,,3,1,,250999,187.5926756,2026
single_family,,1303,2,2,1,,244900,187.9508826,2026
single_family,,2185,3,4,2,1995,430000,196.7963387,31
single_family,,1046,2,3,1,1982,200000,191.2045889,44
condos,condo,1344,3,3,1,1985,180000,133.9285714,41
single_family,,3883,5,5,2,2025,1794700,462.1941798,1
single_family,,2173,3,3,1,2010,385000,177.1744133,16
single_family,,1541,2,3,2,2002,245000,158.9876703,24
single_family,,1650,3,3,2,2025,347000,210.3030303,1
condos,condo,968,2,2,,2000,214900,222.0041322,26
single_family,,1650,2,3,1,2025,259900,157.5151515,1
single_family,,768,1,2,1,1954,150000,195.3125,72
single_family,,1152,2,3,1,2025,285900,248.1770833,1
single_family,,5710,6,5,,2023,3049000,533.9754816,3
single_family,,1874,3,3,,,519000,276.9477054,2026
condos,condo,1628,2,2,1,1994,295000,181.2039312,32
single_family,,1774,,4,1,,319990,180.3776776,2026
single_family,,2608,3,3,2,2019,750000,287.5766871,7
single_family,,1230,2,3,1,1991,215000,174.796748,35
single_family,,1403,2,2,1,,499340,355.9087669,2026
land,,1650,,,,,85000,51.51515152,2026
single_family,,2354,3,3,1,1998,565000,240.0169924,28
single_family,,1434,2,3,1,1946,179500,125.1743375,80
single_family,,2556,3,3,1,,605000,236.6979656,2026
single_family,,1028,2,3,1,2025,219900,213.9105058,1
single_family,,3470,4,4,2,2017,512900,147.8097983,9
condos,condo,1350,3,3,1,2002,549900,407.3333333,24
single_family,,1363,2,3,1,2019,274900,201.6874541,7
single_family,,1023,1,3,1,1985,209900,205.1808407,41
single_family,,3528,3,5,2,1996,1160000,328.7981859,30
single_family,,4037,4,5,,2025,749900,185.7567501,1
land,,1650,,,,,100000,60.60606061,2026
single_family,,2400,3,4,2,1948,2500000,1041.666667,78
condo_townhome,,2254,,4,2,,442990,196.5350488,2026
single_family,,2213,3,5,2,,299999,135.5621329,2026
single_family,,1523,2,3,1,2025,259900,170.6500328,1
condos,condo,1144,2,2,1,2007,484000,423.0769231,19
multi_family,,2065,,5,,1957,629000,304.6004843,69
single_family,,2134,,4,2,,277999,130.2713215,2026
single_family,,2818,3,4,2,1999,365000,129.5244855,27
single_family,,2078,2,3,2,1981,239000,115.014437,45
land,,1650,0,,,,675000,409.0909091,2026
single_family,,910,1,3,1,1930,179000,196.7032967,96
single_family,,2205,2,3,1,1913,750000,340.1360544,113
single_family,,1364,1,2,,1967,74900,54.91202346,59
single_family,,2958,4,4,,,3349000,1132.183908,2026
townhomes,townhouse,1552,3,3,2,2004,264900,170.6829897,22
single_family,,2065,3,4,2,1999,375000,181.598063,27
single_family,,2505,2,3,1,1960,239900,95.76846307,66
single_family,,1335,2,3,1,2024,249900,187.1910112,2
land,,1650,,,,,125000,75.75757576,2026
single_family,,1748,2,3,,1989,255000,145.8810069,37
single_family,,3700,4,3,3,1900,3950000,1067.567568,126
single_family,,8010,7,5,,2020,6500000,811.4856429,6
townhomes,,1528,2,2,1,,469990,307.5850785,2026
townhomes,townhouse,1488,3,2,2,2004,224900,151.1424731,22
single_family,,1800,3,4,,2016,429000,238.3333333,10
single_family,,2645,4,6,2,2015,499000,188.657845,11
single_family,,1898,,3,1,,469990,247.6238145,2026
single_family,,1916,4,3,2,1984,529000,276.0960334,42
townhomes,townhouse,865,2,2,1,2002,225000,260.1156069,24
farm,,1650,,,,,545000,330.3030303,2026
single_family,,1098,2,2,1,1950,265000,241.3479053,76
single_family,,3666,4,3,2,1730,3495000,953.3551555,296
single_family,,1000,1,3,1,,175000,175,2026
condo_townhome_rowhome_coop,townhouse,831,2,2,,1982,367000,441.6365824,44
land,,1650,,,,,79000,47.87878788,2026
condos,condo,604,1,1,,,199000,329.4701987,2026
single_family,,1025,2,3,1,1981,217000,211.7073171,45
single_family,,1857,,4,2,,424000,228.3252558,2026
single_family,,1650,3,3,2,,300000,181.8181818,2026
single_family,,2448,3,4,,1971,320000,130.7189542,55
single_family,,2334,3,5,,2025,278990,119.5329906,1
single_family,,3809,4,5,1,,1218880,320,2026
single_family,,5555,5,4,3,1994,1699900,306.0126013,32
single_family,,1424,2,3,1,1960,295000,207.1629213,66
single_family,,1343,,3,1,,278990,207.736411,2026
single_family,,4005,4,5,2,2004,879950,219.7128589,22
single_family,,2291,3,4,2,2022,380000,165.8664339,4
single_family,,4900,5,5,2,2007,699650,142.7857143,19
single_family,,2918,2,5,2,1900,229900,78.7868403,126
single_family,,2822,2,3,1,1980,599000,212.2608079,46
single_family,,1144,1,3,1,1960,229900,200.9615385,66
land,,1650,0,,,,47000,28.48484848,2026
single_family,,1650,2,3,,1960,408725,247.7121212,66
single_family,,1488,2,3,1,2006,332900,223.7231183,20
single_family,,1486,2,3,1,2014,200000,134.589502,12
single_family,,1680,2,3,1,1981,340000,202.3809524,45
single_family,,2263,3,3,1,1985,457000,201.9443217,41
single_family,,1191,2,4,1,1985,259900,218.2199832,41
single_family,,1303,2,3,1,1992,264900,203.3000767,34
single_family,,2687,3,4,2,1987,499000,185.7089691,39
single_family,,1650,2,3,1,,242500,146.969697,2026
single_family,,950,2,2,1,1940,219900,231.4736842,86
single_family,,1888,2,3,,,589000,311.970339,2026
single_family,,2635,3,4,1,2000,469900,178.3301708,26
single_family,,2602,3,5,2,,381310,146.5449654,2026
single_family,,1207,3,3,1,1959,897500,743.5791218,67
single_family,,3411,4,5,,1924,350000,102.6092055,102
single_family,,2825,4,4,2,2002,503900,178.3716814,24
single_family,,4625,5,5,3,1974,3995000,863.7837838,52
single_family,,1340,2,3,1,1977,750000,559.7014925,49
single_family,,1593,2,3,1,1966,299000,187.6961707,60
farm,,1898,2,3,1,1983,749000,394.625922,43
land,,1650,0,,,,120000,72.72727273,2026
single_family,,2590,3,3,,,1045000,403.4749035,2026
condos,condo,1250,2,3,1,1991,195000,156,35
land,,1650,0,,,,40000,24.24242424,2026
single_family,,6273,6,5,3,2021,4300000,685.477443,5
single_family,,2450,3,3,,2025,931000,380,1
land,,1650,0,,,,1000,0.606060606,2026
single_family,,1324,2,3,1,2000,284900,215.1812689,26
single_family,,1244,1,3,1,1979,174900,140.5948553,47
condos,condo,1252,2,2,1,1985,1450000,1158.146965,41
single_family,,1601,2,3,1,2022,260000,162.3985009,4
land,,1650,0,,,,149000,90.3030303,2026
single_family,,1768,2,4,2,1946,119900,67.81674208,80
condos,condo,810,2,2,1,1984,169900,209.7530864,42
single_family,,2406,3,4,2,2005,480000,199.5012469,21
single_family,,1534,2,3,1,2016,249900,162.9074316,10
single_family,,2688,,5,2,,417990,155.5022321,2026
single_family,,3185,4,3,,,1689000,530.2982732,2026
single_family,,1798,2,3,1,1973,189000,105.1167964,53
single_family,,2930,4,5,2,2025,1182900,403.7201365,1
single_family,,1886,2,4,1,1959,290000,153.7645811,67
single_family,,1618,,3,1,,384990,237.9419036,2026
single_family,,1780,2,3,2,,215000,120.7865169,2026
single_family,,2708,3,4,3,2003,889000,328.2865583,23
condos,condo,864,1,2,1,1939,275000,318.287037,87
single_family,,2663,3,4,2,2001,600000,225.309801,25
single_family,,1618,2,3,1,,302900,187.2064277,2026
townhomes,,1390,2,2,1,,449865,323.6438849,2026
land,,1650,0,,,,24900,15.09090909,2026
single_family,,910,1,2,1,1960,74900,82.30769231,66
single_family,,2946,3,3,2,2025,650000,220.6381534,1
condos,condo,980,2,2,1,1985,169000,172.4489796,41
single_family,,2300,2,3,,1959,499500,217.173913,67
single_family,,3400,4,4,2,2017,1424900,419.0882353,9
single_family,,1650,1,3,1,1955,230000,139.3939394,71
single_family,,1099,2,3,1,2002,280000,254.7770701,24
condos,condo,888,2,2,1,1982,239500,269.7072072,44
land,,1650,0,,,,50000,30.3030303,2026
land,,1650,,,,,57999,35.15090909,2026
single_family,,2594,4,5,2,,339565,130.9040093,2026
single_family,,2296,2,3,2,1949,340000,148.0836237,77
single_family,,7500,6,5,,1837,1895000,252.6666667,189
single_family,,1500,2,3,1,1970,204000,136,56
townhomes,,1450,3,3,2,,299994,206.8924138,2026
single_family,,3355,4,4,2,,689816,205.6083458,2026
single_family,,3035,3,5,2,1997,525000,172.9818781,29
single_family,,2313,3,3,2,2003,370000,159.9654129,23
single_family,,3015,4,5,,1990,550000,182.4212272,36
condos,condo,760,1,1,1,1989,110000,144.7368421,37
single_family,,2155,3,3,2,2015,315000,146.1716937,11
single_family,,1564,2,3,1,1965,149500,95.58823529,61
multi_family,,7264,8,12,2,1968,1200000,165.1982379,58
single_family,,1618,2,3,1,,289240,178.7639061,2026
single_family,,1181,2,3,1,2023,244900,207.3666384,3
single_family,,1297,2,3,,2025,223500,172.3207402,1
townhomes,townhouse,1618,3,3,2,2022,284000,175.5253399,4
single_family,,1809,3,4,2,,299990,165.8319514,2026
single_family,,3996,5,4,2,1918,575000,143.8938939,108
single_family,,3500,5,5,3,2021,649990,185.7114286,5
townhomes,,1418,3,3,2,,225990,159.3723554,2026
single_family,,1600,2,3,,2025,298900,186.8125,1
single_family,,4867,7,5,2,2024,2899000,595.644134,2
condos,condo,552,1,1,1,1974,159000,288.0434783,52
single_family,,2069,3,4,2,1991,795000,384.2435959,35
single_family,,1422,2,3,1,2022,337900,237.6230661,4
single_family,,1650,3,4,2,,325000,196.969697,2026
condos,condo,1028,2,2,1,1994,127500,124.0272374,32
land,,1650,0,,,,6000,3.636363636,2026
land,,1650,0,,,,110000,66.66666667,2026
single_family,,1770,2,3,1,2006,365000,206.2146893,20
single_family,,1045,2,2,1,,280990,268.8899522,2026
single_family,,4884,4,5,,1973,499000,102.1703522,53
single_family,,2200,3,3,1,2024,498750,226.7045455,2
single_family,,3617,5,4,,1997,529000,146.2538015,29
single_family,,2124,2,3,,2010,295000,138.8888889,16
condos,condo,1660,3,3,,2006,485000,292.1686747,20
farm,,1650,0,,,,199900,121.1515152,2026
single_family,,2300,2,4,2,2004,331900,144.3043478,22
condos,condo,908,1,1,1,,475000,523.1277533,2026
land,,1650,0,,,,77500,46.96969697,2026
single_family,,2500,3,4,2,1992,395000,158,34
single_family,,1955,3,4,1,1966,225000,115.0895141,60
single_family,,3279,4,5,2,2006,1095000,333.9432754,20
single_family,,1921,2,3,1,1978,289000,150.4424779,48
condos,condo,1214,2,2,,,645000,531.3014827,2026
single_family,,1885,3,4,2,1995,342900,181.9098143,31
land,,1650,0,,,,30000,18.18181818,2026
land,,1650,0,,,,275000,166.6666667,2026
condos,condo,998,2,2,1,1989,199900,200.3006012,37
single_family,,3246,3,3,2,1985,374500,115.3727665,41
single_family,,1166,2,3,1,2002,274900,235.7632933,24
condos,condo,1150,2,2,,1985,350000,304.3478261,41
single_family,,900,1,2,1,,139609,155.1211111,2026
single_family,,1680,2,3,1,2016,345000,205.3571429,10
single_family,,1600,3,3,,2025,260000,162.5,1
single_family,,1290,2,4,1,1960,146000,113.1782946,66
single_family,,2074,3,3,2,,345537,166.6041466,2026
single_family,,2593,3,4,1,,325000,125.337447,2026
single_family,,2811,3,3,2,2002,389900,138.7050872,24
single_family,,1314,2,3,1,1950,220000,167.4277017,76
land,,1650,0,,,,33000,20,2026
single_family,,1424,1,1,1,1915,145000,101.8258427,111
single_family,,2492,4,4,,2025,578900,232.3033708,1
single_family,,1955,3,4,2,,269754,137.9815857,2026
single_family,,2663,3,4,2,2001,600000,225.309801,25
single_family,,2253,3,4,1,2012,310000,137.5943187,14
single_family,,2258,4,4,2,2004,357900,158.5031001,22
single_family,,2404,3,3,1,1961,250000,103.9933444,65
single_family,,1675,2,4,1,2025,294990,176.1134328,1
single_family,,1966,2,3,1,2008,367000,186.6734486,18
townhomes,townhouse,1036,3,2,3,2022,370000,357.1428571,4
single_family,,2129,3,3,2,,430000,201.9727572,2026
single_family,,1603,2,4,,1950,229000,142.8571429,76
land,,1650,0,,,,140000,84.84848485,2026
multi_family,,16200,4,5,2,1987,1990000,122.8395062,39
multi_family,,1018,2,2,1,1955,125000,122.7897839,71
single_family,,3521,3,5,2,1903,350000,99.40357853,123
condo_townhome,,1473,,3,2,,,0,2026
single_family,,1679,3,3,1,,424900,253.067302,2026
single_family,,2820,,4,2,,366990,130.1382979,2026
single_family,,1650,1,2,,1954,184999,112.1206061,72
single_family,,4286,4,5,2,1978,799777,186.6021932,48
single_family,,3399,3,3,1,2025,649900,191.2032951,1
single_family,,1500,2,3,1,2002,572299,381.5326667,24
single_family,,2058,2,3,1,1980,725000,352.2837707,46
townhomes,townhouse,1736,4,4,2,2006,300000,172.8110599,20
single_family,,1710,3,3,2,2005,266800,156.0233918,21
single_family,,2000,,4,1,,334990,167.495,2026
single_family,,3366,8,7,3,2004,1995000,592.6916221,22
land,,1650,,,,,395000,239.3939394,2026
single_family,,1650,1,2,,1948,162400,98.42424242,78
single_family,,569,1,1,,1961,13500,23.7258348,65
single_family,,2398,4,5,2,2024,478600,199.5829858,2
single_family,,2006,3,4,2,,290000,144.5663011,2026
single_family,,1500,2,4,1,,257990,171.9933333,2026
condo_townhome_rowhome_coop,townhouse,1436,2,3,,1973,119900,83.49582173,53
single_family,,1315,2,3,1,2022,256500,195.0570342,4
single_family,,1714,2,3,1,,288910,168.5589265,2026
single_family,,1638,2,3,1,1997,289000,176.4346764,29
single_family,,1650,1,1,1,,249900,151.4545455,2026
single_family,,1048,1,2,1,1960,105000,100.1908397,66
single_family,,1334,2,3,1,1969,125000,93.70314843,57
single_family,,1623,2,3,1,1962,230000,141.7128774,64
single_family,,1813,3,4,2,2025,274997,151.6806398,1
single_family,,2554,3,4,2,1972,869000,340.2505873,54
single_family,,2685,3,4,2,1969,499000,185.8472998,57
single_family,,1351,3,3,,2008,209867,155.3419689,18
land,,1650,0,,,,99900,60.54545455,2026
single_family,,7110,11,9,3,2019,4500000,632.9113924,7
single_family,,1040,1,3,,1972,169900,163.3653846,54
single_family,,2747,5,4,1,,725000,263.924281,2026
townhomes,,1415,3,3,2,,249990,176.6713781,2026
single_family,,1359,2,3,1,2020,299500,220.3826343,6
single_family,,2238,3,5,2,2023,434808,194.2841823,3
single_family,,1630,2,3,1,1971,320000,196.3190184,55
single_family,,1378,3,2,2,2025,584500,424.1654572,1
single_family,,2461,3,4,,2016,500000,203.1694433,10
single_family,,1636,2,3,1,1955,328000,200.4889976,71
land,,1650,0,,,,100000,60.60606061,2026
single_family,,2916,4,4,1,1952,389900,133.7105624,74
single_family,,4312,4,6,3,2008,569000,131.9573284,18
single_family,,1224,2,3,,1953,175000,142.9738562,73
single_family,,1782,2,6,1,1946,127000,71.26823793,80
townhomes,,2448,3,3,,,490000,200.1633987,2026
single_family,,1081,2,2,,2001,184000,170.212766,25
single_family,,1671,2,2,1,1986,275000,164.5721125,40
single_family,,1988,3,3,2,,369000,185.6136821,2026
single_family,,1183,2,3,1,,244900,207.0160609,2026
multi_family,,1650,0,,1,,965000,584.8484848,2026
single_family,,1584,2,3,1,1959,750000,473.4848485,67
land,,1650,,,,,20500,12.42424242,2026
single_family,,1250,1,2,1,1979,95000,76,47
condos,condo,416,2,,1,1987,85000,204.3269231,39
single_family,,2449,4,5,2,,524565,214.19559,2026
single_family,,1478,2,3,1,2024,249900,169.0798376,2
land,,1650,0,,,,199000,120.6060606,2026
single_family,,3800,6,5,3,2026,2100000,552.6315789,0
condos,condo,816,1,2,1,1985,117400,143.872549,41
townhomes,townhouse,1708,3,3,2,2022,289900,169.7306792,4
single_family,,1696,2,3,1,,314990,185.7252358,2026
single_family,,3902,4,4,2,2004,975000,249.8718606,22
single_family,,3072,4,5,2,1942,3925000,1277.669271,84
townhomes,,2062,3,4,,,257560,124.9078565,2026
single_family,,4620,6,5,,,1375000,297.6190476,2026
single_family,,2394,4,4,2,,509590,212.86132,2026
single_family,,2004,3,4,2,1840,935000,466.5668663,186
single_family,,3460,4,5,3,2001,2449000,707.8034682,25
single_family,,2530,,2,1,,601995,237.9426877,2026
single_family,,1148,2,3,1,2025,225543,196.4660279,1
single_family,,2157,2,3,1,2007,415000,192.3968475,19
single_family,,1854,3,3,2,1986,459000,247.5728155,40
multi_family,,3780,,,,1994,750000,198.4126984,32
single_family,,2288,2,4,2,,575000,251.3111888,2026
single_family,,3058,3,5,2,2022,360000,117.7240026,4
condos,condo,968,2,2,7,1983,188400,194.6280992,43
single_family,,1297,2,3,1,2025,275000,212.0277564,1
single_family,,3646,5,4,2,2023,995000,272.9018102,3
land,,1650,,,,,45000,27.27272727,2026
single_family,,3984,3,4,2,1985,874900,219.6034137,41
condos,condo,756,2,1,,1998,164900,218.1216931,28
single_family,,1595,2,3,,2025,322300,202.0689655,1
land,,1650,0,,,,199900,121.1515152,2026
single_family,,1404,2,3,,1979,542900,386.6809117,47
single_family,,1402,,3,1,,255990,182.5891583,2026
townhomes,,1635,3,3,,,243320,148.8195719,2026
single_family,,1973,2,3,2,1930,699607,354.5904714,96
single_family,,2560,3,3,,,789000,308.203125,2026
single_family,,1574,2,3,1,1999,325000,206.480305,27
condos,condo,980,2,2,,,449000,458.1632653,2026
single_family,,2218,3,3,1,2015,410000,184.8512173,11
single_family,,1641,2,3,1,,195900,119.3784278,2026
land,,1650,0,,,,40000,24.24242424,2026
single_family,,1544,2,3,2,1930,210000,136.0103627,96
townhomes,townhouse,1123,3,2,2,2002,205000,182.5467498,24
single_family,,1909,3,3,2,2025,514000,269.2509167,1
single_family,,6631,7,5,,,4775000,720.1025486,2026
single_family,,1568,2,3,1,1967,232500,148.2780612,59
single_family,,1270,2,3,1,1965,179900,141.6535433,61
single_family,,1618,,3,1,,313990,194.0605686,2026
single_family,,1596,2,4,,1994,177000,110.9022556,32
single_family,,3296,5,3,2,,885000,268.5072816,2026
single_family,,4569,6,4,,,1625000,355.6576931,2026
single_family,,2365,3,4,,1977,469900,198.6892178,49
single_family,,2096,4,4,2,1974,1925000,918.4160305,52
townhomes,townhouse,1098,2,2,2,1985,215000,195.8105647,41
condos,condo,1650,4,4,1,2006,180000,109.0909091,20
single_family,,2977,3,5,2,1964,424500,142.5932146,62
single_family,,1224,2,3,1,2008,259900,212.3366013,18
land,,1650,0,,,,27500,16.66666667,2026
land,,1650,0,,,,11000,6.666666667,2026
single_family,,4448,4,5,2,1979,514000,115.557554,47
single_family,,2293,3,5,2,2018,985990,430,8
single_family,,3462,4,5,2,1996,675000,194.9740035,30
single_family,,2556,3,5,2,2004,714000,279.342723,22
single_family,,3097,3,4,2,1976,549000,177.2683242,50
single_family,,2491,,3,2,,449900,180.6101967,2026
single_family,,1650,3,3,1,2024,750000,454.5454545,2
single_family,,1400,1,2,,1960,164500,117.5,66
single_family,,3028,3,4,2,2011,799000,263.8705416,15
multi_family,,2400,,6,,1975,375000,156.25,51
single_family,,1484,2,3,1,1940,175000,117.9245283,86
single_family,,1614,2,2,,1992,329900,204.3990087,34
land,,1650,,,,,45000,27.27272727,2026
single_family,,1025,1,3,1,1971,112000,109.2682927,55
single_family,,1940,2,3,1,1987,350000,180.4123711,39
single_family,,2000,,3,2,,389500,194.75,2026
townhomes,townhouse,1428,3,3,2,2024,190000,133.0532213,2
single_family,,1633,,2,1,,374999,229.6380894,2026
single_family,,3718,4,5,2,1993,675000,181.54922,33
single_family,,2322,,4,2,,329900,142.0757967,2026
single_family,,1741,3,4,2,1973,310000,178.058587,53
single_family,,1786,2,3,1,2016,410000,229.5632699,10
single_family,,1934,2,3,1,1955,1799999,930.71303,71
single_family,,2057,2,4,1,1977,199000,96.74282936,49
single_family,,1779,2,4,1,,294900,165.767285,2026
single_family,,1200,2,3,1,2025,219500,182.9166667,1
single_family,,1105,2,3,1,2025,214990,194.561086,1
single_family,,3666,7,6,,,1299000,354.3371522,2026
single_family,,1405,2,2,,1988,219900,156.5124555,38
single_family,,1581,1,3,1,1953,515000,325.7432005,73
single_family,,1180,2,3,2,1960,495000,419.4915254,66
single_family,,2300,3,4,2,1999,485000,210.8695652,27
single_family,,2468,3,3,1,,625000,253.2414911,2026
single_family,,2183,3,4,1,1973,439900,201.5116812,53
single_family,,1392,2,3,,2024,319000,229.1666667,2
single_family,,1458,2,3,1,2001,310000,212.6200274,25
single_family,,1501,2,4,1,,279000,185.8760826,2026
single_family,,1727,2,4,1,,299900,173.6537348,2026
single_family,,2306,,5,2,,325999,141.3699046,2026
condos,condo,864,2,2,1,1980,155900,180.4398148,46
single_family,,1500,2,4,2,,599000,399.3333333,2026
single_family,,2014,,3,1,,359999,178.7482622,2026
single_family,,2500,3,4,2,,352090,140.836,2026
single_family,,3653,6,5,1,2014,1099999,301.1220914,12
single_family,,2766,3,3,2,2022,590000,213.3044107,4
single_family,,1503,2,2,,,430000,286.0944777,2026
single_family,,3979,5,5,2,2004,600000,150.7916562,22
single_family,,1921,2,3,1,1999,289900,150.9109839,27
townhomes,townhouse,1708,3,4,2,2007,266900,156.264637,19
condos,condo,519,1,1,,1960,129000,248.5549133,66
townhomes,townhouse,1266,2,2,1,1987,239000,188.7835703,39
single_family,,2358,3,4,2,1984,689000,292.1967769,42
single_family,,2126,3,4,2,1935,335000,157.5729069,91
single_family,,1449,3,3,4,2005,924999,638.3706004,21
single_family,,1773,2,3,1,2024,349990,197.3998872,2
condos,condo,1000,2,2,1,1995,305000,305,31
multi_family,,2784,4,8,1,1950,395000,141.8821839,76
single_family,,1966,3,3,1,2025,369990,188.1943032,1
single_family,,2602,4,5,2,,409415,157.3462721,2026
multi_family,,3286,8,8,2,2025,1049500,319.3852708,1
land,,1650,0,,,,150000,90.90909091,2026
single_family,,1872,2,4,,2005,351250,187.633547,21
single_family,,1703,2,3,1,1960,130000,76.33587786,66
